generated_file,comedy_similarity,shakespeare_similarity,paradise_similarity,iliad_similarity
shakespeare_paradise_lost_iteration4.txt,0.876682193854159,0.7723357595372378,0.8036201887749013,0.9574943525906576
paradise_lost_divine_comedy_iteration4.txt,0.9009276374816587,0.7248972234833384,0.8208911484418774,0.9553602937129243
shakespeare_iliad_iteration4.txt,0.8327021865868355,0.6969075988986917,0.7234870033049066,0.9391956081295019
shakespeare_iliad_iteration1.txt,0.8455435319385265,0.7154800798883584,0.7452463503886855,0.9497866723261985
paradise_lost_divine_comedy_iteration3.txt,0.9071772985266459,0.7354630460402077,0.8313563310331933,0.953739655331567
shakespeare_paradise_lost_iteration3.txt,0.8846369500127829,0.784487164219976,0.8117373827928026,0.9630920594555401
shakespeare_paradise_lost_iteration2.txt,0.8889914450158111,0.7870545720211832,0.804100063707484,0.9589918103190774
paradise_lost_divine_comedy_iteration2.txt,0.912759847971175,0.7509197601913588,0.8346468851055604,0.9561953803359284
shakespeare_iliad_iteration0.txt,0.8455489728461368,0.7102756703882767,0.7450451359750595,0.9485957154203871
shakespeare_iliad_iteration2.txt,0.8478614870268312,0.7120879205026968,0.7447712390061592,0.9493248176610172
paradise_lost_divine_comedy_iteration0.txt,0.9001711948807162,0.7350558599914908,0.8152524578227124,0.9574649173793394
shakespeare_paradise_lost_iteration0.txt,0.8820253234555864,0.7803344152377403,0.8118683308566172,0.9600726713942458
shakespeare_paradise_lost_iteration1.txt,0.8639130896219983,0.7489454758888519,0.780201243118871,0.9575915443586334
paradise_lost_divine_comedy_iteration1.txt,0.9059363493570298,0.7450205498117265,0.831362261942183,0.9577680526200073
shakespeare_iliad_iteration3.txt,0.8455992814974648,0.7178449339209977,0.7521160190654271,0.9506644203725869
paradise_lost_iliad_iteration4.txt,0.8712752425135655,0.6846373546031846,0.795827384949116,0.9646341946861533
divine_comedy_shakespeare_iteration4.txt,0.9293435655883819,0.8424242598192171,0.8222867188799445,0.9187536455814052
shakespeare_divine_comedy_iteration4.txt,0.9080400598875459,0.8163081683509688,0.8122053995010559,0.9452472974521932
divine_comedy_shakespeare_iteration3.txt,0.9207488623444701,0.8329277549303101,0.827402866052024,0.9310206020076367
paradise_lost_iliad_iteration2.txt,0.8632311744982508,0.6739865074573151,0.7759910963270277,0.9567380357831822
shakespeare_divine_comedy_iteration0.txt,0.9144405186313206,0.833279799816075,0.8085648456698814,0.9323986254053578
shakespeare_divine_comedy_iteration1.txt,0.9179096171754497,0.8208447598820586,0.8125408575894152,0.938015965379704
paradise_lost_iliad_iteration3.txt,0.8645171830818104,0.694379466340802,0.7707678267765378,0.9523578747861997
divine_comedy_shakespeare_iteration2.txt,0.9250983262173922,0.830826021760894,0.8176301248670341,0.9303170255434755
divine_comedy_shakespeare_iteration0.txt,0.9200977713305847,0.8478366296535543,0.8288735630723193,0.931391652802489
paradise_lost_iliad_iteration1.txt,0.8597693284345197,0.6659646977305705,0.7701323212294753,0.9549939668904832
shakespeare_divine_comedy_iteration3.txt,0.9105143782843534,0.8163141954260622,0.8015407841866699,0.9384193766312471
shakespeare_divine_comedy_iteration2.txt,0.903668859641387,0.8044319363135377,0.7977837673883293,0.942028409805937
paradise_lost_iliad_iteration0.txt,0.8724782118021007,0.6895085279822255,0.7886638770949845,0.9592111923275839
divine_comedy_shakespeare_iteration1.txt,0.9191585711101191,0.8289179223920968,0.8217526135915544,0.9323437607507604
divine_comedy_paradise_lost_iteration1.txt,0.9106686167473217,0.7322441789834427,0.8328864363225741,0.9620078398987847
divine_comedy_paradise_lost_iteration0.txt,0.9096722860514235,0.7497337777270221,0.8547606238803974,0.9699003192262137
divine_comedy_paradise_lost_iteration2.txt,0.9092104098307092,0.7521441310617387,0.8398452852612267,0.9650144349338494
divine_comedy_paradise_lost_iteration3.txt,0.9132374924444189,0.7562349634051666,0.8534392488455366,0.9670426335005561
divine_comedy_paradise_lost_iteration4.txt,0.9131978214500471,0.7395255608594162,0.846531111836214,0.9641409677283711
divine_comedy_iliad_iteration1.txt,0.84706123862047,0.6574488451262454,0.7458841717199213,0.9542361193293624
paradise_lost_shakespeare_iteration4.txt,0.9050373275556994,0.8944577455813743,0.9017357396329103,0.8891492244648109
divine_comedy_iliad_iteration0.txt,0.8444985234252744,0.6720133131570388,0.7497111317824569,0.9544875308804117
divine_comedy_iliad_iteration2.txt,0.8462179400934937,0.6786041079967776,0.7556796424333437,0.9574337036851416
divine_comedy_iliad_iteration3.txt,0.8528531792677655,0.6850977337561357,0.7695196845472329,0.963937406150587
paradise_lost_shakespeare_iteration3.txt,0.9165241554001179,0.9048134157258477,0.8940372192397242,0.8958650308699431
paradise_lost_shakespeare_iteration2.txt,0.9162851066119445,0.9016846297342621,0.8933139917670375,0.8956847259609728
divine_comedy_iliad_iteration4.txt,0.8306518298687445,0.635992390826396,0.7240576907499551,0.9447517000469069
paradise_lost_shakespeare_iteration0.txt,0.9023760409677022,0.8959639396160459,0.8978198238554678,0.8721560143232713
paradise_lost_shakespeare_iteration1.txt,0.9015374434487364,0.8989838254504187,0.8886125678205974,0.8842808034040404
